;# galnum,[OII]3727,Hb,[OIII]4959,[OIII]5007,[OI]6300,Ha,[NII]6584,[SII]6717,[SII]6731,[SIII]9069,[SIII]9532,flag,E(B-V),dE(B-V),scale_blue,d scale_blue
12 	0.13 	0.03 	0.015 	0.055 	0.0 	0.005 	0.0 	0.005 	0.005 	0.0 	0.0 	BR_scaled 	0.0 	0.0 	0.0 	0.0 	
13 	0.15 	0.035 	0.03 	0.07 	0.0 	0.005 	0.005 	0.0 	0.005 	0.0 	0.0 	BR_scaled 	0.0 	0.0 	0.0 	0.0 	
14 	0.015 	0.0 	0.0 	0.0 	0.0 	0.01 	0.005 	0.005 	0.005 	0.0 	0.0 	        B 	0.0 	0.0 	0.0 	0.0 	
15 	0.04 	0.015 	0.01 	0.01 	0.005 	0.015 	0.01 	0.01 	0.01 	0.0 	0.0 	        B 	0.0 	0.0 	0.0 	0.0 	
16 	0.035 	0.02 	0.0 	0.01 	0.0 	0.005 	0.0 	0.005 	0.005 	0.0 	0.0 	BR_scaled 	0.0 	0.0 	0.0 	0.0 	
17 	0.035 	0.02 	0.01 	0.01 	0.005 	0.01 	0.005 	0.01 	0.01 	0.0 	0.0 	       BR 	0.0 	0.0 	0.0 	0.0 	
18 	0.01 	0.005 	0.005 	0.005 	0.0 	0.0 	0.0 	0.005 	0.0 	0.0 	0.0 	        B 	0.0 	0.0 	0.0 	0.0 	
19 	0.04 	0.01 	0.0 	0.01 	0.0 	0.005 	0.005 	0.01 	0.005 	0.0 	0.0 	BR_scaled 	0.0 	0.0 	0.0 	0.0 	
20 	0.0 	0.0 	0.0 	0.0 	0.01 	0.01 	0.005 	0.005 	0.005 	0.0 	0.0 	        R 	0.0 	0.0 	0.0 	0.0 	
21 	0.025 	0.005 	0.005 	0.01 	0.0 	0.01 	0.005 	0.01 	0.01 	0.0 	0.0 	       BR 	0.0 	0.0 	0.0 	0.0 	
22 	0.0 	0.0 	0.0 	0.005 	0.0 	0.005 	0.0 	0.0 	0.005 	0.0 	0.0 	       BR 	0.0 	0.0 	0.0 	0.0 	
23 	0.07 	0.025 	0.0 	0.015 	0.0 	0.005 	0.005 	0.005 	0.0 	0.0 	0.0 	BR_scaled 	0.0 	0.0 	0.0 	0.0 	
24 	0.07 	0.065 	0.0 	0.0 	0.0 	0.01 	0.01 	0.005 	0.01 	0.0 	0.0 	BR_scaled 	0.0 	0.0 	0.0 	0.0 	
25 	0.03 	0.01 	0.005 	0.015 	0.0 	0.01 	0.005 	0.005 	0.005 	0.0 	0.0 	        B 	0.0 	0.0 	0.0 	0.0 	
26 	0.11 	0.065 	0.0 	0.0 	0.0 	0.065 	0.055 	0.055 	0.045 	0.0 	0.0 	       BR 	0.0 	0.0 	0.0 	0.0 	
27 	0.175 	0.1 	0.0 	0.06 	0.0 	0.135 	0.085 	0.065 	0.06 	0.0 	0.0 	       BR 	0.0 	0.0 	0.0 	0.0 	
28 	0.055 	0.03 	0.0 	0.03 	0.02 	0.025 	0.02 	0.02 	0.02 	0.0 	0.0 	       BR 	0.0 	0.0 	0.0 	0.0 	
29 	0.05 	0.035 	0.0 	0.03 	0.0 	0.02 	0.02 	0.015 	0.015 	0.0 	0.0 	       BR 	0.0 	0.0 	0.0 	0.0 	
30 	0.12 	0.055 	0.0 	0.045 	0.0 	0.01 	0.01 	0.005 	0.005 	0.0 	0.0 	BR_scaled 	0.0 	0.0 	0.0 	0.0 	
31 	0.0 	0.0 	0.0 	0.0 	0.0 	0.005 	0.005 	0.005 	0.005 	0.0 	0.0 	        R 	0.0 	0.0 	0.0 	0.0 	
32 	0.145 	0.06 	0.0 	0.03 	0.0 	0.01 	0.005 	0.005 	0.005 	0.0 	0.0 	BR_scaled 	0.0 	0.0 	0.0 	0.0 	
33 	0.155 	0.06 	0.065 	0.06 	0.0 	0.055 	0.03 	0.045 	0.045 	0.0 	0.0 	       BR 	0.0 	0.0 	0.0 	0.0 	
34 	0.015 	0.005 	0.005 	0.01 	0.0 	0.01 	0.005 	0.015 	0.01 	0.0 	0.0 	       BR 	0.0 	0.0 	0.0 	0.0 	
35 	1.47 	0.53 	0.27 	0.275 	0.0 	0.45 	0.315 	0.165 	0.165 	0.0 	0.0 	       BR 	0.0 	0.0 	0.0 	0.0 	
36 	0.31 	0.135 	0.135 	0.15 	0.0 	0.16 	0.135 	0.08 	0.08 	0.0 	0.0 	       BR 	0.0 	0.0 	0.0 	0.0 	
37 	0.1 	0.04 	0.03 	0.025 	0.0 	0.065 	0.035 	0.03 	0.03 	0.0 	0.0 	       BR 	0.0 	0.0 	0.0 	0.0 	
38 	0.02 	0.015 	0.015 	0.015 	0.0 	0.01 	0.01 	0.01 	0.005 	0.0 	0.0 	       BR 	0.0 	0.0 	0.0 	0.0 	
39 	0.0 	0.005 	0.0 	0.0 	0.0 	0.005 	0.0 	0.005 	0.005 	0.0 	0.0 	       BR 	0.0 	0.0 	0.0 	0.0 	
40 	0.0 	0.0 	0.0 	0.0 	0.0 	0.09 	0.065 	0.0 	0.0 	0.0 	0.0 	       BR 	0.0 	0.0 	0.0 	0.0 
